Date,Symbol,Series,Prev Close,Open,High,Low,Last,Close,VWAP,Volume,Turnover,Trades,Deliverable Volume,%Deliverble
2014-10-13,ADANIPORTS,EQ,258.9,257.0,263.8,252.0,259.75,260.5,257.49,2155274,55496636860000.0,32923,700161,0.3249
2014-10-14,ADANIPORTS,EQ,260.5,263.0,264.5,255.0,259.7,260.15,260.21,3429442,89236633550000.0,48371,1421643,0.41450000000000004
2014-10-16,ADANIPORTS,EQ,260.15,258.7,262.5,251.05,253.5,252.95,257.39,2214333,56994966325000.0,36377,798147,0.3604
2014-10-17,ADANIPORTS,EQ,252.95,254.45,255.55,244.1,250.95,250.35,249.04,3201427,79728837925000.0,34705,1351258,0.42210000000000003
2014-10-20,ADANIPORTS,EQ,250.35,253.9,261.65,253.5,258.0,258.9,258.29,2122596,54823687470000.01,40595,850104,0.40049999999999997
2014-10-21,ADANIPORTS,EQ,258.9,260.95,265.0,257.6,261.65,261.9,261.68,1999783,52331237060000.0,24074,866385,0.43320000000000003
2014-10-22,ADANIPORTS,EQ,261.9,264.5,269.85,263.2,269.0,269.0,266.32,2777106,73960617770000.0,39092,1483046,0.534
2014-10-23,ADANIPORTS,EQ,269.0,270.05,271.4,269.05,269.25,270.0,270.39,296522,8017777765000.001,2933,126215,0.4257
2014-10-27,ADANIPORTS,EQ,270.0,270.8,270.9,262.65,263.45,263.85,265.61,893003,23719310325000.0,12939,280753,0.3144
2014-10-28,ADANIPORTS,EQ,263.85,263.5,266.05,260.0,261.5,261.4,261.67,1208043,31611010355000.0,20005,563477,0.46640000000000004
2014-10-29,ADANIPORTS,EQ,261.4,264.0,272.5,262.9,271.95,271.95,267.6,2843234,76083595530000.0,39866,1223605,0.4304
2014-10-30,ADANIPORTS,EQ,271.95,272.8,274.45,270.1,272.5,271.85,272.34,2122837,57814046375000.0,32307,1040930,0.4903
2014-10-31,ADANIPORTS,EQ,271.85,275.8,288.0,274.3,287.05,285.65,282.46,2716153,76720583320000.0,30937,1244233,0.4581
2014-11-03,ADANIPORTS,EQ,285.65,287.4,293.5,283.5,292.7,291.5,289.42,2314825,66996034385000.0,19923,1174257,0.5073
2014-11-05,ADANIPORTS,EQ,291.5,292.0,294.6,285.1,290.3,288.75,288.67,1797633,51891744615000.0,36390,811968,0.45170000000000005
2014-11-07,ADANIPORTS,EQ,288.75,288.6,295.75,284.05,292.45,292.9,291.22,1615079,47034428370000.0,21157,541167,0.3351
2014-11-10,ADANIPORTS,EQ,292.9,292.95,300.95,287.4,290.5,290.7,293.77,5822567,171050969355000.0,65821,1525914,0.2621
2014-11-11,ADANIPORTS,EQ,290.7,294.0,296.45,289.0,291.35,291.5,292.21,1984726,57994770915000.0,29156,613371,0.309
2014-11-12,ADANIPORTS,EQ,291.5,295.6,306.35,295.0,300.65,300.7,301.89,6066400,183137659980000.0,59815,2377879,0.392
2014-11-13,ADANIPORTS,EQ,300.7,302.1,304.9,291.3,295.5,294.25,297.46,2585938,76922516910000.0,24980,763081,0.29510000000000003
2014-11-14,ADANIPORTS,EQ,294.25,295.25,298.9,292.3,296.75,297.25,296.24,1540791,45644769100000.0,29473,424583,0.2756
2014-11-17,ADANIPORTS,EQ,297.25,297.2,297.2,292.4,296.8,296.1,294.72,1170407,34494188450000.0,12280,280777,0.2399
2014-11-18,ADANIPORTS,EQ,296.1,297.0,305.0,296.8,303.2,303.1,302.09,2537080,76641505135000.0,30039,649551,0.256
2014-11-19,ADANIPORTS,EQ,303.1,304.7,307.25,296.0,298.55,300.15,303.3,3988326,120967444940000.02,46696,1343903,0.337
2014-11-20,ADANIPORTS,EQ,300.15,299.95,301.9,292.45,300.3,300.25,296.81,1669583,49555216880000.0,19162,361479,0.2165
2014-11-21,ADANIPORTS,EQ,300.25,300.05,304.75,297.55,301.3,303.05,302.47,3515231,106324712430000.0,22534,2071969,0.5894
2014-11-24,ADANIPORTS,EQ,303.05,302.0,308.75,302.0,304.9,306.3,305.48,3374221,103075381045000.0,40643,1730199,0.5128
2014-11-25,ADANIPORTS,EQ,306.3,306.0,306.8,294.5,299.1,298.7,298.64,2054557,61356414500000.0,26713,684027,0.3329
2014-11-26,ADANIPORTS,EQ,298.7,297.2,300.6,293.05,296.1,296.8,297.09,1374295,40828594730000.0,17270,237968,0.1732
2014-11-27,ADANIPORTS,EQ,296.8,294.55,298.0,289.0,290.3,290.35,292.75,2123941,62177525985000.0,23161,917840,0.43210000000000004
2014-11-28,ADANIPORTS,EQ,290.35,290.05,297.85,288.5,288.8,290.25,292.74,1925459,56366554910000.0,25531,800560,0.4158
2014-12-01,ADANIPORTS,EQ,290.25,290.0,292.45,284.0,289.1,289.0,289.02,1974590,57068851035000.0,22616,510112,0.2583
2014-12-02,ADANIPORTS,EQ,289.0,288.0,291.6,285.0,286.0,286.15,287.33,2280967,65538677900000.0,57927,1065664,0.4672
2014-12-03,ADANIPORTS,EQ,286.15,285.75,293.0,285.75,290.9,291.25,290.54,1637493,47575065720000.0,20213,487545,0.2977
2014-12-04,ADANIPORTS,EQ,291.25,291.45,293.65,285.0,286.15,286.2,288.72,1869475,53975668895000.01,34784,944296,0.5051
2014-12-05,ADANIPORTS,EQ,286.2,286.55,291.15,283.0,284.0,284.55,287.1,2638164,75742337445000.0,34518,1265323,0.4796
2014-12-08,ADANIPORTS,EQ,284.55,282.6,284.7,276.0,277.2,276.8,279.96,1157284,32399489870000.0,27091,449038,0.38799999999999996
2014-12-09,ADANIPORTS,EQ,276.8,275.05,279.85,266.05,268.85,269.2,272.31,1934181,52668930640000.0,31810,705990,0.365
2014-12-10,ADANIPORTS,EQ,269.2,269.0,277.6,268.35,274.35,275.25,273.55,1964268,53731723575000.0,33018,861907,0.4388
2014-12-11,ADANIPORTS,EQ,275.25,273.6,282.5,270.25,277.75,278.1,278.45,3450618,96084079375000.0,37710,1556766,0.4512
2014-12-12,ADANIPORTS,EQ,278.1,279.75,287.45,275.55,278.7,277.45,282.14,5222845,147356437760000.0,36399,3082847,0.5903
2014-12-15,ADANIPORTS,EQ,277.45,275.55,289.45,274.5,288.9,288.05,285.06,2084321,59414890740000.0,21851,814961,0.391
2014-12-16,ADANIPORTS,EQ,288.05,286.8,286.8,272.0,275.0,274.5,279.11,1933499,53966810070000.01,33574,779176,0.40299999999999997
2014-12-17,ADANIPORTS,EQ,274.5,273.65,278.15,267.55,273.0,273.75,273.67,2231001,61054725110000.0,27705,1043255,0.4676
2014-12-18,ADANIPORTS,EQ,273.75,278.0,291.0,277.65,289.8,289.95,286.07,3335626,95422019255000.0,41720,1879782,0.5635
2014-12-19,ADANIPORTS,EQ,289.95,292.0,293.7,286.1,289.9,289.9,290.02,3204495,92936220360000.0,43783,1871391,0.584
2014-12-22,ADANIPORTS,EQ,289.9,290.6,292.95,285.1,291.0,290.3,290.11,1909478,55396494720000.01,30004,932704,0.48850000000000005
2014-12-23,ADANIPORTS,EQ,290.3,291.55,295.9,287.0,287.15,288.15,291.69,2092865,61047138090000.0,24127,577463,0.2759
2014-12-24,ADANIPORTS,EQ,288.15,287.9,287.9,282.0,283.7,283.05,283.98,2631645,74733195890000.0,25887,1266423,0.48119999999999996
2014-12-26,ADANIPORTS,EQ,283.05,284.4,290.0,283.3,290.0,289.2,287.2,1208404,34704921605000.0,15832,517848,0.42850000000000005
2014-12-29,ADANIPORTS,EQ,289.2,291.45,294.5,287.95,294.35,293.1,292.03,1377996,40241056150000.0,12788,660711,0.47950000000000004
2014-12-30,ADANIPORTS,EQ,293.1,293.8,317.1,293.8,316.0,316.0,310.74,8904689,276708244225000.0,161243,2670266,0.2999
2014-12-31,ADANIPORTS,EQ,316.0,316.8,321.3,311.4,320.0,319.05,316.4,3559436,112621288750000.0,38448,1363328,0.383
2015-01-01,ADANIPORTS,EQ,319.05,319.0,322.5,316.25,318.35,319.55,319.63,1456204,46544083185000.0,16777,177991,0.1222
2015-01-02,ADANIPORTS,EQ,319.55,319.35,325.8,318.05,319.3,319.35,321.61,2894058,93075294935000.0,36823,1036496,0.35810000000000003
2015-01-05,ADANIPORTS,EQ,319.35,320.45,327.5,319.35,323.75,323.8,324.37,2099786,68109832600000.0,34920,773016,0.36810000000000004
2015-01-06,ADANIPORTS,EQ,323.8,321.65,331.45,315.6,321.7,321.85,323.73,3672197,118879291730000.0,44136,978986,0.2666
2015-01-07,ADANIPORTS,EQ,321.85,321.95,328.7,317.4,321.75,321.1,323.01,2981544,96305861250000.0,43175,996993,0.3344
2015-01-08,ADANIPORTS,EQ,321.1,326.0,337.3,323.55,336.7,334.55,330.87,2932673,97032717805000.0,55031,1064595,0.363
2015-01-09,ADANIPORTS,EQ,334.55,339.9,343.1,327.35,331.3,331.15,334.89,3543488,118668961490000.02,44647,1569476,0.4429
2015-01-12,ADANIPORTS,EQ,331.15,332.15,335.75,325.55,327.45,328.45,329.0,2990475,98385745185000.0,44860,1443283,0.4826
2015-01-13,ADANIPORTS,EQ,328.45,330.2,331.3,320.75,324.0,323.0,326.24,2688701,87717133535000.0,43122,1266862,0.4712
2015-01-14,ADANIPORTS,EQ,323.0,324.0,333.9,322.65,332.8,331.25,328.02,2272652,74548065180000.0,27213,865899,0.381
2015-01-15,ADANIPORTS,EQ,331.25,334.0,337.3,326.25,330.0,330.6,330.85,2140699,70825891940000.0,25565,912377,0.42619999999999997
2015-01-16,ADANIPORTS,EQ,330.6,329.8,334.6,326.0,331.0,330.85,330.87,1970666,65202464304999.99,49292,784469,0.3981
2015-01-19,ADANIPORTS,EQ,330.85,332.05,334.8,326.6,328.6,328.35,330.58,1362398,45038346905000.0,15876,612447,0.4495
2015-01-20,ADANIPORTS,EQ,328.35,329.0,332.65,326.85,329.7,330.5,330.21,1091657,36047264870000.0,19264,387652,0.35509999999999997
2015-01-21,ADANIPORTS,EQ,330.5,330.35,333.5,326.2,328.55,329.35,328.91,1514648,49818026110000.0,19478,739341,0.48810000000000003
2015-01-22,ADANIPORTS,EQ,329.35,329.05,331.65,327.0,328.8,329.4,329.42,1376133,45332934470000.0,29388,686897,0.49920000000000003
2015-01-23,ADANIPORTS,EQ,329.4,332.0,352.75,330.1,345.3,346.9,342.24,7519790,257354979094999.97,124460,2628704,0.3496
2015-01-27,ADANIPORTS,EQ,346.9,348.0,349.45,340.9,344.25,345.15,344.53,2928237,100885469785000.0,49431,971955,0.3319
2015-01-28,ADANIPORTS,EQ,345.15,343.4,350.0,333.9,337.65,339.25,342.41,3391819,116140514909999.98,48217,814463,0.2401
2015-01-29,ADANIPORTS,EQ,339.25,340.65,348.4,337.65,343.2,344.15,343.61,4034959,138643294800000.0,77982,1905695,0.4723
2015-01-30,ADANIPORTS,EQ,344.15,346.4,352.0,323.5,339.0,341.05,342.31,4373172,149696657630000.0,69132,1124543,0.2571
2015-02-02,ADANIPORTS,EQ,341.05,339.5,343.9,333.0,333.9,335.9,337.53,1735161,58566826640000.0,30467,451557,0.2602
2015-02-03,ADANIPORTS,EQ,335.9,336.3,336.95,326.05,328.0,327.8,330.29,1537152,50771209205000.0,49659,563214,0.3664
2015-02-04,ADANIPORTS,EQ,327.8,329.45,333.0,319.25,321.4,321.25,326.59,2792395,91197141540000.0,34847,1031201,0.3693
2015-02-05,ADANIPORTS,EQ,321.25,322.0,322.7,308.45,310.0,312.2,316.68,2167857,68651712390000.0,35854,829867,0.38280000000000003
2015-02-06,ADANIPORTS,EQ,312.2,311.1,313.95,298.6,299.1,300.2,305.84,3265593,99876018165000.0,50322,1658372,0.5078
2015-02-09,ADANIPORTS,EQ,300.2,296.7,307.9,292.5,300.0,300.15,301.14,3103409,93455356750000.0,47485,1292341,0.4164
2015-02-10,ADANIPORTS,EQ,300.15,298.1,319.7,298.1,319.5,317.85,312.54,3921257,122553747459999.98,72815,1273566,0.3248
2015-02-11,ADANIPORTS,EQ,317.85,319.9,328.9,319.0,326.75,326.1,324.92,2148555,69809880929999.99,32049,602315,0.2803
2015-02-12,ADANIPORTS,EQ,326.1,327.7,338.0,326.8,337.1,336.6,334.91,3539194,118531084570000.0,78875,1891971,0.5346000000000001
2015-02-13,ADANIPORTS,EQ,336.6,337.7,344.35,331.55,335.55,335.35,337.83,2180303,73656758400000.0,32388,576911,0.2646
2015-02-16,ADANIPORTS,EQ,335.35,335.1,341.7,329.65,331.8,331.25,335.52,2205960,74014436950000.0,31079,770508,0.3493
2015-02-18,ADANIPORTS,EQ,331.25,332.3,335.8,330.0,333.8,333.8,333.29,1227170,40900533165000.0,15234,456549,0.37200000000000005
2015-02-19,ADANIPORTS,EQ,333.8,335.15,341.0,323.7,333.85,333.85,332.53,2643121,87891665960000.0,40343,910698,0.3446
2015-02-20,ADANIPORTS,EQ,333.85,335.05,338.05,326.4,329.4,329.0,332.33,1302901,43298722865000.0,22858,449757,0.34520000000000006
2015-02-23,ADANIPORTS,EQ,329.0,331.0,332.4,321.2,323.0,323.4,325.63,1737238,56569978704999.99,27903,656901,0.37810000000000005
2015-02-24,ADANIPORTS,EQ,323.4,323.75,336.9,319.25,335.5,334.05,328.11,2330482,76465857475000.0,38937,522790,0.2243
2015-02-25,ADANIPORTS,EQ,334.05,336.0,337.45,326.85,328.9,328.2,331.73,1467120,48669308940000.0,20019,451245,0.30760000000000004
2015-02-26,ADANIPORTS,EQ,328.2,328.1,332.5,322.5,329.45,327.3,327.35,1775811,58132022045000.01,26453,517279,0.2913
2015-02-27,ADANIPORTS,EQ,327.3,329.4,349.65,327.8,345.8,346.25,340.61,3025639,103056063970000.0,42343,1156749,0.3823
2015-02-28,ADANIPORTS,EQ,346.25,349.9,357.95,326.3,330.9,330.75,346.07,5648235,195467279285000.0,72523,1156413,0.2047
2015-03-02,ADANIPORTS,EQ,330.75,334.5,335.6,325.6,331.1,330.35,330.0,2592113,85540246580000.0,46958,804934,0.3105
2015-03-03,ADANIPORTS,EQ,330.35,332.5,339.05,332.0,336.0,336.55,336.0,2016305,67748461115000.0,33294,746491,0.37020000000000003
2015-03-04,ADANIPORTS,EQ,336.55,339.9,343.3,330.1,331.0,332.0,337.57,1846535,62333498775000.0,39442,517546,0.2803
2015-03-05,ADANIPORTS,EQ,332.0,332.8,335.4,327.2,332.55,333.05,331.59,1770268,58700292385000.0,35081,643786,0.36369999999999997
2015-03-09,ADANIPORTS,EQ,333.05,331.55,335.9,323.5,323.6,325.0,328.79,1825760,60029880604999.99,49628,919969,0.5039
2015-03-10,ADANIPORTS,EQ,325.0,325.05,327.9,314.7,318.6,317.55,321.98,1215285,39130144915000.0,19946,389268,0.32030000000000003
2015-03-11,ADANIPORTS,EQ,317.55,318.9,318.9,302.2,307.05,307.8,307.87,4828130,148641731265000.0,41867,1624636,0.33649999999999997
2015-03-12,ADANIPORTS,EQ,307.8,306.55,312.0,304.0,310.75,310.25,309.75,3431277,106283866715000.0,23606,1397326,0.4072
2015-03-13,ADANIPORTS,EQ,310.25,312.9,316.3,305.0,306.7,306.25,312.06,4356123,135939151034999.98,40583,1978244,0.45409999999999995
2015-03-16,ADANIPORTS,EQ,306.25,306.7,314.75,303.05,314.0,313.3,310.18,1629195,50533772195000.0,27676,506479,0.3109
2015-03-17,ADANIPORTS,EQ,313.3,315.3,320.85,310.3,319.35,319.55,316.95,5158959,163512996165000.0,40768,3735232,0.7240000000000001
2015-03-18,ADANIPORTS,EQ,319.55,320.05,320.95,312.9,314.3,316.65,318.3,3069180,97692944600000.0,30063,1194241,0.3891
2015-03-19,ADANIPORTS,EQ,316.65,316.15,322.65,310.5,311.9,312.9,318.25,1470026,46783130135000.0,20533,587576,0.3997
2015-03-20,ADANIPORTS,EQ,312.9,312.9,316.7,306.5,308.0,308.15,312.24,2049167,63982353060000.0,47376,917119,0.4476
2015-03-23,ADANIPORTS,EQ,308.15,308.3,311.25,302.55,303.25,303.85,307.17,1387396,42616420470000.0,36128,556813,0.40130000000000005
2015-03-24,ADANIPORTS,EQ,303.85,304.0,309.0,299.0,308.5,307.1,304.18,2447607,74451057125000.0,29690,803214,0.3282
2015-03-25,ADANIPORTS,EQ,307.1,310.15,315.5,309.2,314.2,314.75,313.29,2456872,76971166680000.0,34077,1145244,0.4661
2015-03-26,ADANIPORTS,EQ,314.75,313.55,315.6,303.0,304.95,304.2,307.73,3406327,104822062835000.0,25409,2405730,0.7062999999999999
2015-03-27,ADANIPORTS,EQ,304.2,307.8,307.8,295.4,304.85,305.0,302.76,3371344,102070041135000.0,58751,1789039,0.5307000000000001
2015-03-30,ADANIPORTS,EQ,305.0,306.0,310.0,303.0,308.7,308.55,307.1,3039118,93331531410000.0,71037,2021840,0.6653
2015-03-31,ADANIPORTS,EQ,308.55,311.0,315.45,305.05,308.0,308.2,311.23,2590770,80633593435000.0,76709,1328199,0.5127
2015-04-01,ADANIPORTS,EQ,308.2,308.45,312.05,306.1,311.05,310.95,309.21,1026200,31731325764999.996,21529,361057,0.3518
2015-04-06,ADANIPORTS,EQ,310.95,313.75,323.85,311.45,322.25,321.25,317.72,2039045,64785092954999.99,33035,1056801,0.5183
2015-04-07,ADANIPORTS,EQ,321.25,323.0,325.6,316.65,323.75,323.9,321.59,1913068,61521880340000.0,39616,682828,0.3569
2015-04-08,ADANIPORTS,EQ,323.9,324.3,325.0,318.0,318.15,319.15,321.07,1317175,42290925125000.0,29105,506054,0.38420000000000004
2015-04-09,ADANIPORTS,EQ,319.15,319.7,320.55,312.0,314.6,316.7,316.5,1503986,47600979695000.0,25485,473278,0.3147
2015-04-10,ADANIPORTS,EQ,316.7,316.9,323.85,313.5,319.0,319.8,319.87,2127407,68049482179999.99,38382,960345,0.4514
2015-04-13,ADANIPORTS,EQ,319.8,320.5,331.65,319.55,330.65,330.8,327.45,2405161,78757709100000.0,53124,1129519,0.4696
2015-04-15,ADANIPORTS,EQ,330.8,330.5,333.6,324.25,326.7,325.75,329.58,1576904,51971226930000.0,37903,415900,0.2637
2015-04-16,ADANIPORTS,EQ,325.75,328.0,332.4,321.8,326.85,327.5,327.53,1676768,54919131204999.99,31623,520392,0.3104
2015-04-17,ADANIPORTS,EQ,327.5,327.6,332.0,321.0,325.3,322.75,327.01,1471127,48106893570000.0,23937,583711,0.3968
2015-04-20,ADANIPORTS,EQ,322.75,324.5,324.95,308.3,312.55,313.5,315.27,2002115,63121601965000.0,34661,973003,0.48600000000000004
2015-04-21,ADANIPORTS,EQ,313.5,313.95,320.65,310.25,314.45,314.45,316.13,1679188,53084384665000.0,41067,745105,0.4437
2015-04-22,ADANIPORTS,EQ,314.45,316.4,318.25,304.75,314.5,313.7,311.68,2317579,72233395630000.0,60801,1100788,0.47500000000000003
2015-04-23,ADANIPORTS,EQ,313.7,315.0,319.85,313.2,318.55,318.6,317.51,1069160,33947066664999.996,15486,320725,0.3
2015-04-24,ADANIPORTS,EQ,318.6,319.0,319.0,312.95,318.85,316.3,316.91,1316393,41718446365000.0,25210,606326,0.4606
2015-04-27,ADANIPORTS,EQ,316.3,316.75,323.45,304.55,306.5,305.95,313.28,2330507,73009998435000.0,29444,1039970,0.4462
2015-04-28,ADANIPORTS,EQ,305.95,307.0,310.8,298.5,305.8,306.1,304.07,2539436,77216139490000.0,42350,949014,0.3737
2015-04-29,ADANIPORTS,EQ,306.1,308.0,315.4,305.75,313.05,312.85,311.81,1566799,48854591180000.0,25529,611704,0.3904
2015-04-30,ADANIPORTS,EQ,312.85,313.05,319.9,308.7,319.0,317.55,316.67,2916537,92357743485000.0,37294,1579630,0.5416
2015-05-04,ADANIPORTS,EQ,317.55,325.55,353.0,321.05,349.0,347.2,336.92,6375610,214807326965000.0,99806,2608812,0.4092
2015-05-05,ADANIPORTS,EQ,347.2,349.6,351.7,337.95,341.5,342.7,345.03,4219216,145575076405000.0,69978,1801098,0.4269
2015-05-06,ADANIPORTS,EQ,342.7,340.35,344.25,329.05,330.5,331.2,334.58,2247751,75205015140000.0,41180,759137,0.33770000000000006
2015-05-07,ADANIPORTS,EQ,331.2,332.3,332.3,315.4,325.7,322.8,325.78,1709602,55695026020000.01,25325,408845,0.2391
2015-05-08,ADANIPORTS,EQ,322.8,326.2,340.75,326.2,337.0,335.1,336.13,2097977,70519247420000.0,29665,726039,0.3461
2015-05-11,ADANIPORTS,EQ,335.1,337.6,345.0,337.05,344.5,344.05,342.45,2266220,77605790755000.0,41494,1100103,0.4854
2015-05-12,ADANIPORTS,EQ,344.05,343.4,343.4,333.15,335.65,334.9,335.61,1550748,52045095370000.0,26427,710761,0.4583
2015-05-13,ADANIPORTS,EQ,334.9,336.45,344.0,334.55,341.65,340.45,339.93,3022877,102757438485000.0,49564,1455253,0.4814
2015-05-14,ADANIPORTS,EQ,340.45,338.4,340.0,330.75,333.8,333.95,334.62,3075816,102922725125000.0,56512,1486839,0.48340000000000005
2015-05-15,ADANIPORTS,EQ,333.95,335.85,338.65,327.05,329.3,329.0,333.39,1663198,55448746595000.01,23999,767388,0.46140000000000003
2015-05-18,ADANIPORTS,EQ,329.0,330.8,340.55,329.5,339.0,339.35,336.24,1370344,46076037940000.0,18155,543618,0.39670000000000005
2015-05-19,ADANIPORTS,EQ,339.35,338.3,344.9,335.35,339.3,339.85,341.35,1685421,57532471590000.0,30168,556612,0.33030000000000004
2015-05-20,ADANIPORTS,EQ,339.85,340.8,344.45,338.55,342.25,343.05,341.89,1660453,56768448854999.99,22360,637500,0.3839
2015-05-21,ADANIPORTS,EQ,343.05,344.0,351.0,343.55,348.3,348.4,348.25,2609479,90875046355000.0,43136,1045731,0.4007
2015-05-22,ADANIPORTS,EQ,348.4,347.55,354.8,346.8,347.7,348.95,350.14,2369700,82971675695000.0,45098,1032206,0.43560000000000004
2015-05-25,ADANIPORTS,EQ,348.95,347.65,350.3,340.35,344.5,342.9,345.25,1420555,49044013945000.0,23721,526417,0.37060000000000004
2015-05-26,ADANIPORTS,EQ,342.9,343.05,350.25,343.0,345.25,345.25,346.81,1576396,54670481990000.0,19971,712171,0.4518
2015-05-27,ADANIPORTS,EQ,345.25,343.0,344.9,336.1,339.8,338.9,339.19,2585896,87712143870000.0,37286,1595500,0.617
2015-05-28,ADANIPORTS,EQ,338.9,339.9,340.6,320.55,335.2,333.0,329.49,3394601,111847992415000.02,49597,1304186,0.38420000000000004
2015-05-29,ADANIPORTS,EQ,333.0,333.1,334.7,322.55,323.5,323.85,326.12,3711024,121025304184999.98,64254,2015006,0.543
2015-06-01,ADANIPORTS,EQ,323.85,325.8,325.8,308.25,309.9,311.55,316.88,3889157,123237783445000.0,60039,1731656,0.44530000000000003
2015-06-02,ADANIPORTS,EQ,311.55,318.1,321.0,306.2,312.15,309.15,313.23,7395219,231639355175000.0,92094,3231909,0.43700000000000006
2015-06-03,ADANIPORTS,EQ,309.15,311.0,311.8,288.0,298.8,297.25,297.75,24022178,715251708035000.0,146495,12622642,0.5255
2015-06-04,ADANIPORTS,EQ,297.25,301.0,316.35,301.0,310.3,311.2,310.06,6343813,196698324955000.0,80177,2101953,0.33130000000000004
2015-06-05,ADANIPORTS,EQ,311.2,311.0,315.65,308.7,311.9,311.3,312.72,2533852,79238037295000.0,35295,941089,0.3714
2015-06-08,ADANIPORTS,EQ,311.3,311.75,313.9,298.25,303.35,302.15,306.35,2647500,81105765630000.0,38783,783571,0.29600000000000004
2015-06-09,ADANIPORTS,EQ,302.15,303.45,311.35,301.2,305.9,306.55,306.95,2724447,83627953530000.0,39626,949672,0.3486
2015-06-10,ADANIPORTS,EQ,306.55,307.0,314.25,306.05,312.65,312.95,312.35,2282770,71301649655000.0,38577,1078919,0.47259999999999996
2015-06-11,ADANIPORTS,EQ,312.95,320.0,320.3,302.55,303.5,304.25,309.98,3718393,115261315545000.0,78191,1666382,0.44810000000000005
2015-06-12,ADANIPORTS,EQ,304.25,303.0,313.05,300.0,312.1,312.05,308.53,2854243,88061506340000.0,48204,1366131,0.4786
2015-06-15,ADANIPORTS,EQ,312.05,310.1,317.0,308.1,309.25,310.05,312.26,3154460,98500554860000.0,61053,1469295,0.4658
2015-06-16,ADANIPORTS,EQ,310.05,310.0,315.0,303.25,312.6,313.2,307.18,4130581,126882781025000.0,58959,2355282,0.5702
2015-06-17,ADANIPORTS,EQ,313.2,312.0,315.0,308.4,311.0,311.0,312.4,4251580,132820235720000.0,75821,2730095,0.6421
2015-06-18,ADANIPORTS,EQ,311.0,312.3,313.7,309.35,310.5,311.0,311.3,2616024,81438066415000.0,41090,1669622,0.6382
2015-06-19,ADANIPORTS,EQ,311.0,311.95,313.25,303.0,304.95,304.6,306.68,3438440,105449888225000.0,46504,2334929,0.6790999999999999
2015-06-22,ADANIPORTS,EQ,304.6,306.0,314.5,304.1,311.3,311.05,310.64,3121416,96963391330000.0,38518,1620164,0.519
2015-06-23,ADANIPORTS,EQ,311.05,311.05,318.4,311.05,315.85,316.05,315.78,2683470,84739406560000.0,39143,1233727,0.4598
2015-06-24,ADANIPORTS,EQ,316.05,316.9,318.0,309.75,310.85,311.55,313.14,2241106,70178230570000.01,40294,994392,0.4437
2015-06-25,ADANIPORTS,EQ,311.55,310.8,316.45,308.1,312.2,312.55,312.47,5190167,162178022715000.0,47946,3508966,0.6761
2015-06-26,ADANIPORTS,EQ,312.55,311.0,315.35,309.0,310.7,311.2,311.65,2127770,66312869065000.0,30335,910075,0.4277
2015-06-29,ADANIPORTS,EQ,311.2,306.6,307.5,300.85,306.6,306.65,304.1,1890624,57494520765000.0,30827,689728,0.36479999999999996
2015-06-30,ADANIPORTS,EQ,306.65,305.0,309.4,305.0,307.85,307.9,307.71,2632153,80993286805000.0,56300,1540516,0.5853
2015-07-01,ADANIPORTS,EQ,307.9,308.8,312.7,306.5,311.0,311.3,310.77,2854143,88698576630000.0,37795,1932899,0.6772
2015-07-02,ADANIPORTS,EQ,311.3,312.45,319.0,311.9,318.5,316.05,315.32,8669541,273367239485000.0,43805,7232864,0.8343
2015-07-03,ADANIPORTS,EQ,316.05,319.95,325.75,319.0,320.9,320.8,322.37,5189498,167291508140000.0,49536,3365179,0.6485
2015-07-06,ADANIPORTS,EQ,320.8,316.95,321.1,316.25,320.5,320.1,319.08,2853145,91037834125000.0,32435,1773993,0.6218
2015-07-07,ADANIPORTS,EQ,320.1,321.8,334.7,321.6,333.05,333.05,328.56,7877450,258824599455000.03,84167,5489205,0.6968000000000001
2015-07-08,ADANIPORTS,EQ,333.05,329.4,329.4,318.9,321.2,320.65,323.14,6546522,211541149675000.0,96249,4163928,0.6361
2015-07-09,ADANIPORTS,EQ,320.65,323.4,323.4,312.6,316.0,315.15,317.31,3521086,111726231875000.0,59573,1999596,0.5679
2015-07-10,ADANIPORTS,EQ,315.15,318.75,321.55,315.2,316.0,317.1,317.58,2531442,80392974650000.0,48893,1288295,0.5089
2015-07-13,ADANIPORTS,EQ,317.1,319.0,322.0,313.6,321.9,321.4,317.95,1890469,60106863354999.99,19991,890266,0.47090000000000004
2015-07-14,ADANIPORTS,EQ,321.4,322.3,322.75,314.0,314.4,315.9,317.66,1960113,62264353190000.0,18318,1189423,0.6068
2015-07-15,ADANIPORTS,EQ,315.9,315.9,320.75,315.1,320.0,319.65,317.38,2112588,67048912729999.99,30203,1115947,0.5282
2015-07-16,ADANIPORTS,EQ,319.65,325.0,329.0,322.75,326.5,326.9,325.86,3075862,100229182315000.0,54030,1468196,0.4773
2015-07-17,ADANIPORTS,EQ,326.9,329.7,330.7,320.1,329.95,329.3,328.01,2556255,83846519590000.0,52398,1555544,0.6085
2015-07-20,ADANIPORTS,EQ,329.3,328.0,330.5,325.6,330.0,328.8,326.96,1847655,60411341200000.0,33608,1189191,0.6436000000000001
2015-07-21,ADANIPORTS,EQ,328.8,330.5,331.25,321.0,322.0,322.65,325.57,1927178,62743544604999.99,18505,1108859,0.5754
